ElapsedSec,AccX,AccY,AccZ
692.75,-8.84,-0.45,4.15
692.82,-8.84,-0.45,4.15
692.89,-8.84,-0.45,4.15
692.95,-8.84,-0.45,4.15
693.02,-8.84,-0.45,4.15
693.09,-8.84,-0.45,4.15
693.15,-8.84,-0.45,4.15
693.22,-8.84,-0.45,4.15
693.29,-8.84,-0.45,4.15
693.36,-8.84,-0.45,4.15
693.42,-8.84,-0.45,4.15
693.49,-8.84,-0.45,4.15
693.56,-8.84,-0.45,4.15
693.62,-8.84,-0.45,4.15
693.69,-8.84,-0.45,4.15
693.76,-8.84,-0.45,4.15
693.83,-8.84,-0.45,4.15
693.9,-8.84,-0.45,4.15
693.96,-8.84,-0.45,4.15
694.03,-8.84,-0.45,4.15
694.1,-8.84,-0.45,4.15
694.17,-8.84,-0.45,4.15
694.24,-8.84,-0.45,4.15
694.31,-8.84,-0.45,4.15
694.38,-8.84,-0.45,4.15
694.45,-8.84,-0.45,4.15
694.51,-8.84,-0.45,4.15
694.58,-8.84,-0.45,4.15
694.65,-8.84,-0.45,4.15
694.72,-8.84,-0.45,4.15
694.79,-8.84,-0.45,4.15
694.86,-8.84,-0.45,4.15
694.93,-8.84,-0.45,4.15
695.0,-8.84,-0.45,4.15
695.07,-8.84,-0.45,4.15
695.13,-8.84,-0.45,4.15
695.2,-8.84,-0.45,4.15
695.27,-8.84,-0.45,4.15
695.33,-8.84,-0.45,4.15
695.4,-8.84,-0.45,4.15
695.48,-8.84,-0.45,4.15
695.55,-8.84,-0.45,4.15
695.61,-8.84,-0.45,4.15
695.68,-8.84,-0.45,4.15
695.75,-8.84,-0.45,4.15
695.82,-8.84,-0.45,4.15
695.89,-8.84,-0.45,4.15
695.95,-8.84,-0.45,4.15
696.02,-8.84,-0.45,4.15
696.09,-8.84,-0.45,4.15
696.15,-8.84,-0.45,4.15
696.22,-8.84,-0.45,4.15
696.29,-8.84,-0.45,4.15
696.36,-8.84,-0.45,4.15
696.42,-8.84,-0.45,4.15
696.5,-8.84,-0.45,4.15
696.57,-8.84,-0.45,4.15
696.64,-8.84,-0.45,4.15
696.71,-8.84,-0.45,4.15
696.78,-8.84,-0.45,4.15
696.85,-8.84,-0.45,4.15
696.91,-8.84,-0.45,4.15
696.98,-8.84,-0.45,4.15
697.05,-8.84,-0.45,4.15
697.12,-8.84,-0.45,4.15
697.19,-8.84,-0.45,4.15
697.26,-8.84,-0.45,4.15
697.32,-8.84,-0.45,4.15
697.39,-8.84,-0.45,4.15
697.46,-8.84,-0.45,4.15
697.52,-8.84,-0.45,4.15
697.59,-8.84,-0.45,4.15
697.66,-8.84,-0.45,4.15
697.72,-8.84,-0.45,4.15
697.79,-8.84,-0.45,4.15
697.85,-8.84,-0.45,4.15
697.92,-8.84,-0.45,4.15
697.99,-8.84,-0.45,4.15
698.05,-8.84,-0.45,4.15
698.12,-8.84,-0.45,4.15
698.19,-8.84,-0.45,4.15
698.25,-8.84,-0.45,4.15
698.32,-8.84,-0.45,4.15
698.38,-8.84,-0.45,4.15
698.45,-8.84,-0.45,4.15
698.52,-8.84,-0.45,4.15
698.59,-8.84,-0.45,4.15
698.66,-8.84,-0.45,4.15
698.72,-8.84,-0.45,4.15
698.79,-8.84,-0.45,4.15
698.86,-8.84,-0.45,4.15
698.93,-8.84,-0.45,4.15
699.0,-8.84,-0.45,4.15
699.07,-8.84,-0.45,4.15
699.14,-8.84,-0.45,4.15
699.22,-8.84,-0.45,4.15
699.28,-8.84,-0.45,4.15
699.35,-8.84,-0.45,4.15
699.42,-8.84,-0.45,4.15
699.49,-8.84,-0.45,4.15
699.56,-8.84,-0.45,4.15
699.62,-8.84,-0.45,4.15
699.69,-8.84,-0.45,4.15
699.76,-8.84,-0.45,4.15
699.83,-8.84,-0.45,4.15
699.9,-8.84,-0.45,4.15
699.97,-8.84,-0.45,4.15
700.03,-8.84,-0.45,4.15
700.1,-8.84,-0.45,4.15
700.17,-8.84,-0.45,4.15
700.23,-8.84,-0.45,4.15
700.3,-8.84,-0.45,4.15
700.37,-8.84,-0.45,4.15
700.43,-8.84,-0.45,4.15
700.5,-8.84,-0.45,4.15
700.57,-8.84,-0.45,4.15
700.64,-8.84,-0.45,4.15
700.71,-8.84,-0.45,4.15
700.78,-8.84,-0.45,4.15
700.85,-8.84,-0.45,4.15
700.91,-8.84,-0.45,4.15
700.98,-8.84,-0.45,4.15
701.05,-8.84,-0.45,4.15
701.12,-8.84,-0.45,4.15
701.18,-8.84,-0.45,4.15
701.25,-8.84,-0.45,4.15
701.32,-8.84,-0.45,4.15
701.38,-8.84,-0.45,4.15
701.45,-8.84,-0.45,4.15
701.52,-8.84,-0.45,4.15
701.59,-8.84,-0.45,4.15
701.66,-8.84,-0.45,4.15
701.73,-8.84,-0.45,4.15
701.8,-8.84,-0.45,4.15
701.86,-8.84,-0.45,4.15
701.93,-8.84,-0.45,4.15
702.0,-8.84,-0.45,4.15
702.07,-8.84,-0.45,4.15
702.14,-8.84,-0.45,4.15
702.2,-8.84,-0.45,4.15
702.27,-8.84,-0.45,4.15
702.34,-8.84,-0.45,4.15
702.4,-8.84,-0.45,4.15
702.47,-8.84,-0.45,4.15
702.54,-8.84,-0.45,4.15
702.61,-8.84,-0.45,4.15
702.68,-8.84,-0.45,4.15
702.75,-8.84,-0.45,4.15
702.81,-8.84,-0.45,4.15
702.88,-8.84,-0.45,4.15
702.95,-8.84,-0.45,4.15
703.02,-8.84,-0.45,4.15
703.09,-8.84,-0.45,4.15
703.16,-8.84,-0.45,4.15
703.22,-8.84,-0.45,4.15
703.29,-8.84,-0.45,4.15
703.36,-8.84,-0.45,4.15
703.42,-8.84,-0.45,4.15
703.49,-8.84,-0.45,4.15
703.56,-8.84,-0.45,4.15
703.63,-8.84,-0.45,4.15
703.7,-8.84,-0.45,4.15
703.77,-8.84,-0.45,4.15
703.84,-8.84,-0.45,4.15
703.9,-8.84,-0.45,4.15
703.97,-8.84,-0.45,4.15
704.04,-8.84,-0.45,4.15
704.11,-8.84,-0.45,4.15
704.18,-8.84,-0.45,4.15
704.25,-8.84,-0.45,4.15
704.31,-8.84,-0.45,4.15
704.38,-8.84,-0.45,4.15
704.44,-8.84,-0.45,4.15
704.51,-8.84,-0.45,4.15
704.58,-8.84,-0.45,4.15
704.64,-8.84,-0.45,4.15
704.71,-8.84,-0.45,4.15
704.77,-8.84,-0.45,4.15
704.84,-8.84,-0.45,4.15
704.91,-8.84,-0.45,4.15
704.98,-8.84,-0.45,4.15
705.05,-8.84,-0.45,4.15
705.12,-8.84,-0.45,4.15
705.19,-8.84,-0.45,4.15
705.25,-8.84,-0.45,4.15
705.32,-8.84,-0.45,4.15
705.39,-8.84,-0.45,4.15
705.45,-8.84,-0.45,4.15
705.52,-8.84,-0.45,4.15
705.59,-8.84,-0.45,4.15
705.65,-8.84,-0.45,4.15
705.72,-8.84,-0.45,4.15
705.78,-8.84,-0.45,4.15
705.85,-8.84,-0.45,4.15
705.92,-8.84,-0.45,4.15
705.99,-8.84,-0.45,4.15
706.06,-8.84,-0.45,4.15
706.13,-8.84,-0.45,4.15
706.19,-8.84,-0.45,4.15
706.26,-8.84,-0.45,4.15
706.33,-8.84,-0.45,4.15
706.4,-8.84,-0.45,4.15
706.46,-8.84,-0.45,4.15
706.53,-8.84,-0.45,4.15
706.6,-8.84,-0.45,4.15
706.66,-8.84,-0.45,4.15
706.73,-8.84,-0.45,4.15
706.8,-8.84,-0.45,4.15
706.86,-8.84,-0.45,4.15
706.93,-8.84,-0.45,4.15
707.0,-8.84,-0.45,4.15
707.07,-8.84,-0.45,4.15
707.14,-8.84,-0.45,4.15
707.21,-8.84,-0.45,4.15
707.28,-8.84,-0.45,4.15
707.35,-8.84,-0.45,4.15
707.41,-8.84,-0.45,4.15
707.48,-8.84,-0.45,4.15
707.55,-8.84,-0.45,4.15
707.62,-8.84,-0.45,4.15
707.68,-8.84,-0.45,4.15
707.75,-8.84,-0.45,4.15
707.82,-8.84,-0.45,4.15
707.88,-8.84,-0.45,4.15
707.95,-8.84,-0.45,4.15
708.02,-8.84,-0.45,4.15
708.09,-8.84,-0.45,4.15
708.16,-8.84,-0.45,4.15
708.23,-8.84,-0.45,4.15
708.3,-8.84,-0.45,4.15
708.36,-8.84,-0.45,4.15
708.43,-8.84,-0.45,4.15
708.5,-8.84,-0.45,4.15
708.57,-8.84,-0.45,4.15
708.63,-8.84,-0.45,4.15
708.7,-8.84,-0.45,4.15
708.77,-8.84,-0.45,4.15
708.84,-8.84,-0.45,4.15
708.9,-8.84,-0.45,4.15
708.97,-8.84,-0.45,4.15
709.04,-8.84,-0.45,4.15
709.11,-8.84,-0.45,4.15
709.18,-8.84,-0.45,4.15
709.25,-8.84,-0.45,4.15
709.32,-8.84,-0.45,4.15
709.39,-8.84,-0.45,4.15
709.46,-8.84,-0.45,4.15
709.52,-8.84,-0.45,4.15
709.59,-8.84,-0.45,4.15
709.66,-8.84,-0.45,4.15
709.73,-8.84,-0.45,4.15
709.8,-8.84,-0.45,4.15
709.87,-8.84,-0.45,4.15
709.93,-8.84,-0.45,4.15
710.01,-8.84,-0.45,4.15
710.08,-8.84,-0.45,4.15
710.15,-8.84,-0.45,4.15
710.21,-8.84,-0.45,4.15
710.28,-8.84,-0.45,4.15
710.35,-8.84,-0.45,4.15
710.42,-8.84,-0.45,4.15
710.48,-8.84,-0.45,4.15
710.55,-8.84,-0.45,4.15
710.62,-8.84,-0.45,4.15
710.68,-8.84,-0.45,4.15
710.75,-8.84,-0.45,4.15
710.82,-8.84,-0.45,4.15
710.88,-8.84,-0.45,4.15
710.95,-8.84,-0.45,4.15
711.02,-8.84,-0.45,4.15
711.09,-8.84,-0.45,4.15
711.16,-8.84,-0.45,4.15
711.23,-8.84,-0.45,4.15
711.3,-8.84,-0.45,4.15
711.37,-8.84,-0.45,4.15
711.43,-8.84,-0.45,4.15
711.5,-8.84,-0.45,4.15
711.57,-8.84,-0.45,4.15
711.63,-8.84,-0.45,4.15
711.7,-8.84,-0.45,4.15
711.76,-8.84,-0.45,4.15
711.83,-8.84,-0.45,4.15
711.9,-8.84,-0.45,4.15
711.97,-8.84,-0.45,4.15
712.04,-8.84,-0.45,4.15
712.1,-8.84,-0.45,4.15
712.17,-8.84,-0.45,4.15
712.24,-8.84,-0.45,4.15
712.31,-8.84,-0.45,4.15
712.38,-8.84,-0.45,4.15
712.44,-8.84,-0.45,4.15
712.51,-8.84,-0.45,4.15
712.58,-8.84,-0.45,4.15
712.64,-8.84,-0.45,4.15
712.71,-8.84,-0.45,4.15
712.78,-8.84,-0.45,4.15
712.85,-8.84,-0.45,4.15
712.92,-8.84,-0.45,4.15
712.98,-8.84,-0.45,4.15
713.05,-8.84,-0.45,4.15
713.12,-8.84,-0.45,4.15
713.19,-8.84,-0.45,4.15
713.25,-8.84,-0.45,4.15
713.32,-8.84,-0.45,4.15
713.39,-8.84,-0.45,4.15
713.46,-8.84,-0.45,4.15
713.52,-8.84,-0.45,4.15
713.59,-8.84,-0.45,4.15
713.66,-8.84,-0.45,4.15
713.72,-8.84,-0.45,4.15
713.79,-8.84,-0.45,4.15
713.86,-8.84,-0.45,4.15
713.93,-8.84,-0.45,4.15
714.0,-8.84,-0.45,4.15
714.07,-8.84,-0.45,4.15
714.14,-8.84,-0.45,4.15
714.21,-8.84,-0.45,4.15
714.28,-8.84,-0.45,4.15
714.35,-8.84,-0.45,4.15
714.42,-8.84,-0.45,4.15
714.48,-8.84,-0.45,4.15
714.55,-8.84,-0.45,4.15
714.62,-8.84,-0.45,4.15
714.69,-8.84,-0.45,4.15
714.76,-8.84,-0.45,4.15
714.83,-8.84,-0.45,4.15
714.89,-8.84,-0.45,4.15
714.96,-8.84,-0.45,4.15
715.03,-8.84,-0.45,4.15
715.09,-8.84,-0.45,4.15
715.16,-8.84,-0.45,4.15
715.23,-8.84,-0.45,4.15
715.3,-8.84,-0.45,4.15
715.36,-8.84,-0.45,4.15
715.43,-8.84,-0.45,4.15
715.5,-8.84,-0.45,4.15
715.57,-8.84,-0.45,4.15
715.64,-8.84,-0.45,4.15
715.71,-8.84,-0.45,4.15
715.78,-8.84,-0.45,4.15
715.84,-8.84,-0.45,4.15
715.91,-8.84,-0.45,4.15
715.98,-8.84,-0.45,4.15
716.05,-8.84,-0.45,4.15
716.12,-8.84,-0.45,4.15
716.18,-8.84,-0.45,4.15
716.25,-8.84,-0.45,4.15
716.32,-8.84,-0.45,4.15
716.39,-8.84,-0.45,4.15
716.46,-8.84,-0.45,4.15
716.53,-8.84,-0.45,4.15
716.61,-8.84,-0.45,4.15
716.68,-8.84,-0.45,4.15
716.74,-8.84,-0.45,4.15
716.81,-8.84,-0.45,4.15
716.88,-8.84,-0.45,4.15
716.94,-8.84,-0.45,4.15
717.01,-8.84,-0.45,4.15
717.07,-8.84,-0.45,4.15
717.14,-8.84,-0.45,4.15
717.21,-8.84,-0.45,4.15
717.27,-8.84,-0.45,4.15
717.34,-8.84,-0.45,4.15
717.41,-8.84,-0.45,4.15
717.48,-8.84,-0.45,4.15
717.54,-8.84,-0.45,4.15
717.61,-8.84,-0.45,4.15
717.68,-8.84,-0.45,4.15
717.75,-8.84,-0.45,4.15
717.81,-8.84,-0.45,4.15
717.88,-8.84,-0.45,4.15
717.95,-8.84,-0.45,4.15
718.02,-8.84,-0.45,4.15
718.09,-8.84,-0.45,4.15
718.16,-8.84,-0.45,4.15
718.23,-8.84,-0.45,4.15
718.3,-8.84,-0.45,4.15
718.36,-8.84,-0.45,4.15
718.43,-8.84,-0.45,4.15
718.5,-8.84,-0.45,4.15
718.57,-8.84,-0.45,4.15
718.64,-8.84,-0.45,4.15
718.7,-8.84,-0.45,4.15
718.77,-8.84,-0.45,4.15
718.84,-8.84,-0.45,4.15
718.9,-8.84,-0.45,4.15
718.97,-8.84,-0.45,4.15
719.04,-8.84,-0.45,4.15
719.11,-8.84,-0.45,4.15
719.18,-8.84,-0.45,4.15
719.24,-8.84,-0.45,4.15
719.31,-8.84,-0.45,4.15
719.38,-8.84,-0.45,4.15
719.44,-8.84,-0.45,4.15
719.51,-8.84,-0.45,4.15
719.58,-8.84,-0.45,4.15
719.65,-8.84,-0.45,4.15
719.71,-8.84,-0.45,4.15
719.78,-8.84,-0.45,4.15
719.85,-8.84,-0.45,4.15
719.92,-8.84,-0.45,4.15
719.98,-8.84,-0.45,4.15
720.05,-8.84,-0.45,4.15
720.12,-8.84,-0.45,4.15
720.18,-8.84,-0.45,4.15
720.25,-8.84,-0.45,4.15
720.32,-8.84,-0.45,4.15
720.39,-8.84,-0.45,4.15
720.46,-8.84,-0.45,4.15
720.53,-8.84,-0.45,4.15
720.59,-8.84,-0.45,4.15
720.66,-8.84,-0.45,4.15
720.73,-8.84,-0.45,4.15
720.8,-8.84,-0.45,4.15
720.86,-8.84,-0.45,4.15
720.93,-8.84,-0.45,4.15
720.99,-8.84,-0.45,4.15
721.06,-8.84,-0.45,4.15
721.13,-8.84,-0.45,4.15
721.2,-8.84,-0.45,4.15
721.26,-8.84,-0.45,4.15
721.33,-8.84,-0.45,4.15
721.4,-8.84,-0.45,4.15
721.47,-8.84,-0.45,4.15
721.54,-8.84,-0.45,4.15
721.61,-8.84,-0.45,4.15
721.67,-8.84,-0.45,4.15
721.74,-8.84,-0.45,4.15
721.81,-8.84,-0.45,4.15
721.87,-8.84,-0.45,4.15
721.94,-8.84,-0.45,4.15
722.01,-8.84,-0.45,4.15
722.07,-8.84,-0.45,4.15
722.14,-8.84,-0.45,4.15
722.21,-8.84,-0.45,4.15
722.28,-8.84,-0.45,4.15
722.34,-8.84,-0.45,4.15
722.41,-8.84,-0.45,4.15
722.48,-8.84,-0.45,4.15
722.55,-8.84,-0.45,4.15
722.62,-8.84,-0.45,4.15
722.69,-8.84,-0.45,4.15
722.76,-8.84,-0.45,4.15
722.82,-8.84,-0.45,4.15
722.89,-8.84,-0.45,4.15
722.95,-8.84,-0.45,4.15
723.02,-8.84,-0.45,4.15
723.09,-8.84,-0.45,4.15
723.16,-8.84,-0.45,4.15
723.23,-8.84,-0.45,4.15
723.3,-8.84,-0.45,4.15
723.37,-8.84,-0.45,4.15
723.44,-8.84,-0.45,4.15
723.5,-8.84,-0.45,4.15
723.57,-8.84,-0.45,4.15
723.64,-8.84,-0.45,4.15
723.71,-8.84,-0.45,4.15
723.78,-8.84,-0.45,4.15
723.84,-8.84,-0.45,4.15
723.91,-8.84,-0.45,4.15
723.97,-8.84,-0.45,4.15
724.04,-8.84,-0.45,4.15
724.11,-8.84,-0.45,4.15
724.17,-8.84,-0.45,4.15
724.24,-8.84,-0.45,4.15
724.31,-8.84,-0.45,4.15
724.38,-8.84,-0.45,4.15
724.45,-8.84,-0.45,4.15
724.51,-8.84,-0.45,4.15
724.58,-8.84,-0.45,4.15
724.66,-8.84,-0.45,4.15
724.72,-8.84,-0.45,4.15
724.79,-8.84,-0.45,4.15
724.86,-8.84,-0.45,4.15
724.92,-8.84,-0.45,4.15
724.99,-8.84,-0.45,4.15
725.06,-8.84,-0.45,4.15
725.12,-8.84,-0.45,4.15
725.19,-8.84,-0.45,4.15
725.26,-8.84,-0.45,4.15
725.32,-8.84,-0.45,4.15
725.39,-8.84,-0.45,4.15
725.46,-8.84,-0.45,4.15
725.53,-8.84,-0.45,4.15
725.6,-8.84,-0.45,4.15
725.67,-8.84,-0.45,4.15
725.73,-8.84,-0.45,4.15
725.8,-8.84,-0.45,4.15
725.87,-8.84,-0.45,4.15
725.93,-8.84,-0.45,4.15
726.0,-8.84,-0.45,4.15
726.06,-8.84,-0.45,4.15
726.13,-8.84,-0.45,4.15
726.2,-8.84,-0.45,4.15
726.27,-8.84,-0.45,4.15
726.34,-8.84,-0.45,4.15
726.41,-8.84,-0.45,4.15
726.47,-8.84,-0.45,4.15
726.54,-8.84,-0.45,4.15
726.61,-8.84,-0.45,4.15
726.68,-8.84,-0.45,4.15
726.75,-8.84,-0.45,4.15
726.81,-8.84,-0.45,4.15
726.88,-8.84,-0.45,4.15
726.95,-8.84,-0.45,4.15
727.01,-8.84,-0.45,4.15
727.08,-8.84,-0.45,4.15
727.14,-8.84,-0.45,4.15
727.21,-8.84,-0.45,4.15
727.28,-8.84,-0.45,4.15
727.35,-8.84,-0.45,4.15
727.42,-8.84,-0.45,4.15
727.49,-8.84,-0.45,4.15
727.56,-8.84,-0.45,4.15
727.62,-8.84,-0.45,4.15
727.7,-8.84,-0.45,4.15
727.77,-8.84,-0.45,4.15
727.83,-8.84,-0.45,4.15
727.9,-8.84,-0.45,4.15
727.97,-8.84,-0.45,4.15
728.04,-8.84,-0.45,4.15
728.11,-8.84,-0.45,4.15
728.17,-8.84,-0.45,4.15
728.24,-8.84,-0.45,4.15
728.31,-8.84,-0.45,4.15
728.37,-8.84,-0.45,4.15
728.44,-8.84,-0.45,4.15
728.51,-8.84,-0.45,4.15
728.58,-8.84,-0.45,4.15
728.64,-8.84,-0.45,4.15
728.72,-8.84,-0.45,4.15
728.79,-8.84,-0.45,4.15
728.86,-8.84,-0.45,4.15
728.92,-8.84,-0.45,4.15
728.99,-8.84,-0.45,4.15
729.06,-8.84,-0.45,4.15
729.13,-8.84,-0.45,4.15
729.2,-8.84,-0.45,4.15
729.27,-8.84,-0.45,4.15
729.33,-8.84,-0.45,4.15
729.4,-8.84,-0.45,4.15
729.47,-8.84,-0.45,4.15
729.53,-8.84,-0.45,4.15
729.6,-8.84,-0.45,4.15
729.67,-8.84,-0.45,4.15
729.74,-8.84,-0.45,4.15
729.81,-8.84,-0.45,4.15
729.88,-8.84,-0.45,4.15
729.95,-8.84,-0.45,4.15
730.02,-8.84,-0.45,4.15
730.09,-8.84,-0.45,4.15
730.16,-8.84,-0.45,4.15
730.23,-8.84,-0.45,4.15
730.29,-8.84,-0.45,4.15
730.36,-8.84,-0.45,4.15
730.43,-8.84,-0.45,4.15
730.5,-8.84,-0.45,4.15
730.56,-8.84,-0.45,4.15
730.63,-8.84,-0.45,4.15
730.7,-8.84,-0.45,4.15
730.76,-8.84,-0.45,4.15
730.83,-8.84,-0.45,4.15
730.9,-8.84,-0.45,4.15
730.97,-8.84,-0.45,4.15
731.04,-8.84,-0.45,4.15
731.1,-8.84,-0.45,4.15
731.17,-8.84,-0.45,4.15
731.25,-8.84,-0.45,4.15
731.31,-8.84,-0.45,4.15
731.38,-8.84,-0.45,4.15
731.45,-8.84,-0.45,4.15
731.51,-8.84,-0.45,4.15
731.58,-8.84,-0.45,4.15
731.64,-8.84,-0.45,4.15
731.71,-8.84,-0.45,4.15
731.78,-8.84,-0.45,4.15
731.85,-8.84,-0.45,4.15
731.91,-8.84,-0.45,4.15
731.98,-8.84,-0.45,4.15
732.05,-8.84,-0.45,4.15
732.12,-8.84,-0.45,4.15
732.19,-8.84,-0.45,4.15
732.26,-8.84,-0.45,4.15
732.33,-8.84,-0.45,4.15
732.39,-8.84,-0.45,4.15
732.46,-8.84,-0.45,4.15
732.53,-8.84,-0.45,4.15
732.6,-8.84,-0.45,4.15
732.67,-8.84,-0.45,4.15
732.74,-8.84,-0.45,4.15
732.8,-8.84,-0.45,4.15
732.87,-8.84,-0.45,4.15
732.93,-8.84,-0.45,4.15
733.0,-8.84,-0.45,4.15
733.07,-8.84,-0.45,4.15
733.13,-8.84,-0.45,4.15
733.2,-8.84,-0.45,4.15
733.27,-8.84,-0.45,4.15
733.34,-8.84,-0.45,4.15
733.4,-8.84,-0.45,4.15
733.47,-8.84,-0.45,4.15
733.54,-8.84,-0.45,4.15
733.61,-8.84,-0.45,4.15
733.68,-8.84,-0.45,4.15
733.74,-8.84,-0.45,4.15
733.81,-8.84,-0.45,4.15
733.87,-8.84,-0.45,4.15
733.94,-8.84,-0.45,4.15
734.01,-8.84,-0.45,4.15
734.07,-8.84,-0.45,4.15
734.14,-8.84,-0.45,4.15
734.21,-8.84,-0.45,4.15
734.28,-8.84,-0.45,4.15
734.35,-8.84,-0.45,4.15
734.42,-8.84,-0.45,4.15
734.48,-8.84,-0.45,4.15
734.55,-8.84,-0.45,4.15
734.62,-8.84,-0.45,4.15
734.69,-8.84,-0.45,4.15
734.75,-8.84,-0.45,4.15
734.82,-8.84,-0.45,4.15
734.88,-8.84,-0.45,4.15
734.95,-8.84,-0.45,4.15
735.02,-8.84,-0.45,4.15
735.08,-8.84,-0.45,4.15
735.15,-8.84,-0.45,4.15
735.22,-8.84,-0.45,4.15
735.29,-8.84,-0.45,4.15
735.35,-8.84,-0.45,4.15
735.42,-8.84,-0.45,4.15
735.49,-8.84,-0.45,4.15
735.56,-8.84,-0.45,4.15
735.63,-8.84,-0.45,4.15
735.69,-8.84,-0.45,4.15
735.76,-8.84,-0.45,4.15
735.83,-8.84,-0.45,4.15
735.89,-8.84,-0.45,4.15
735.96,-8.84,-0.45,4.15
736.03,-8.84,-0.45,4.15
736.09,-8.84,-0.45,4.15
736.16,-8.84,-0.45,4.15
736.23,-8.84,-0.45,4.15
736.3,-8.84,-0.45,4.15
736.37,-8.84,-0.45,4.15
736.43,-8.84,-0.45,4.15
736.5,-8.84,-0.45,4.15
736.57,-8.84,-0.45,4.15
736.64,-8.84,-0.45,4.15
736.71,-8.84,-0.45,4.15
736.78,-8.84,-0.45,4.15
736.85,-8.84,-0.45,4.15
736.92,-8.84,-0.45,4.15
736.99,-8.84,-0.45,4.15
737.06,-8.84,-0.45,4.15
737.13,-8.84,-0.45,4.15
737.19,-8.84,-0.45,4.15
737.26,-8.84,-0.45,4.15
737.33,-8.84,-0.45,4.15
737.4,-8.84,-0.45,4.15
737.47,-8.84,-0.45,4.15
737.53,-8.84,-0.45,4.15
737.6,-8.84,-0.45,4.15
737.67,-8.84,-0.45,4.15
737.73,-8.84,-0.45,4.15
737.8,-8.84,-0.45,4.15
737.87,-8.84,-0.45,4.15
737.94,-8.84,-0.45,4.15
738.01,-8.84,-0.45,4.15
738.08,-8.84,-0.45,4.15
738.15,-8.84,-0.45,4.15
738.21,-8.84,-0.45,4.15
738.28,-8.84,-0.45,4.15
738.35,-8.84,-0.45,4.15
738.41,-8.84,-0.45,4.15
738.48,-8.84,-0.45,4.15
738.55,-8.84,-0.45,4.15
738.61,-8.84,-0.45,4.15
738.68,-8.84,-0.45,4.15
738.75,-8.84,-0.45,4.15
738.81,-8.84,-0.45,4.15
738.88,-8.84,-0.45,4.15
738.94,-8.84,-0.45,4.15
739.01,-8.84,-0.45,4.15
739.08,-8.84,-0.45,4.15
739.15,-8.84,-0.45,4.15
739.22,-8.84,-0.45,4.15
739.29,-8.84,-0.45,4.15
739.36,-8.84,-0.45,4.15
739.43,-8.84,-0.45,4.15
739.49,-8.84,-0.45,4.15
739.56,-8.84,-0.45,4.15
739.63,-8.84,-0.45,4.15
739.69,-8.84,-0.45,4.15
739.76,-8.84,-0.45,4.15
739.83,-8.84,-0.45,4.15
739.89,-8.84,-0.45,4.15
739.96,-8.84,-0.45,4.15
740.03,-8.84,-0.45,4.15
740.1,-8.84,-0.45,4.15
740.17,-8.84,-0.45,4.15
740.23,-8.84,-0.45,4.15
740.31,-8.84,-0.45,4.15
740.38,-8.84,-0.45,4.15
740.45,-8.84,-0.45,4.15
740.51,-8.84,-0.45,4.15
740.58,-8.84,-0.45,4.15
740.65,-8.84,-0.45,4.15
740.71,-8.84,-0.45,4.15
740.78,-8.84,-0.45,4.15
740.84,-8.84,-0.45,4.15
740.91,-8.84,-0.45,4.15
740.98,-8.84,-0.45,4.15
741.04,-8.84,-0.45,4.15
741.11,-8.84,-0.45,4.15
741.18,-8.84,-0.45,4.15
741.24,-8.84,-0.45,4.15
741.31,-8.84,-0.45,4.15
741.37,-8.84,-0.45,4.15
741.44,-8.84,-0.45,4.15
741.51,-8.84,-0.45,4.15
741.58,-8.84,-0.45,4.15
741.65,-8.84,-0.45,4.15
741.71,-8.84,-0.45,4.15
741.78,-8.84,-0.45,4.15
741.85,-8.84,-0.45,4.15
741.92,-8.84,-0.45,4.15
741.99,-8.84,-0.45,4.15
742.06,-8.84,-0.45,4.15
742.12,-8.84,-0.45,4.15
742.19,-8.84,-0.45,4.15
742.25,-8.84,-0.45,4.15
742.32,-8.84,-0.45,4.15
742.39,-8.84,-0.45,4.15
742.46,-8.84,-0.45,4.15
742.53,-8.84,-0.45,4.15
742.6,-8.84,-0.45,4.15
742.67,-8.84,-0.45,4.15
742.73,-8.84,-0.45,4.15
742.8,-8.84,-0.45,4.15
742.87,-8.84,-0.45,4.15
742.94,-8.84,-0.45,4.15
743.0,-8.84,-0.45,4.15
743.07,-8.84,-0.45,4.15
743.13,-8.84,-0.45,4.15
743.2,-8.84,-0.45,4.15
743.27,-8.84,-0.45,4.15
743.34,-8.84,-0.45,4.15
743.4,-8.84,-0.45,4.15
743.48,-8.84,-0.45,4.15
743.55,-8.84,-0.45,4.15
743.61,-8.84,-0.45,4.15
743.68,-8.84,-0.45,4.15
743.75,-8.84,-0.45,4.15
743.82,-8.84,-0.45,4.15
743.89,-8.84,-0.45,4.15
743.96,-8.84,-0.45,4.15
744.02,-8.84,-0.45,4.15
744.09,-8.84,-0.45,4.15
744.16,-8.84,-0.45,4.15
744.22,-8.84,-0.45,4.15
744.29,-8.84,-0.45,4.15
744.36,-8.84,-0.45,4.15
744.43,-8.84,-0.45,4.15
744.5,-8.84,-0.45,4.15
744.57,-8.84,-0.45,4.15
744.64,-8.84,-0.45,4.15
744.71,-8.84,-0.45,4.15
744.78,-8.84,-0.45,4.15
744.85,-8.84,-0.45,4.15
744.92,-8.84,-0.45,4.15
744.99,-8.84,-0.45,4.15
745.05,-8.84,-0.45,4.15
745.12,-8.84,-0.45,4.15
745.19,-8.84,-0.45,4.15
745.26,-8.84,-0.45,4.15
745.32,-8.84,-0.45,4.15
