ElapsedSec,ConeDir,ConeProb,ConeMethod,ObstacleDist
43.4,0.5,0.0,,999.0
43.47,0.5,0.0,,999.0
43.54,0.5,0.0,,999.0
43.6,0.5,0.0,,999.0
43.67,0.5,0.0,,999.0
43.74,0.5,0.0,,999.0
43.8,0.5,0.0,,999.0
43.87,0.5,0.0,,999.0
43.94,0.5,0.0,,999.0
44.0,0.5,0.0,,999.0
44.07,0.5,0.0,,999.0
44.14,0.5,0.0,,999.0
44.2,0.5,0.0,,999.0
44.27,0.5,0.0,,999.0
44.33,0.5,0.0,,999.0
44.4,0.5,0.0,,999.0
44.47,0.5,0.0,,999.0
44.54,0.5,0.0,,999.0
44.6,0.5,0.0,,999.0
44.67,0.5,0.0,,999.0
44.73,0.5,0.0,,999.0
44.8,0.5,0.0,,999.0
44.87,0.5,0.0,,999.0
44.93,0.5,0.0,,999.0
45.0,0.5,0.0,,999.0
45.08,0.5,0.0,,999.0
45.14,0.5,0.0,,999.0
45.21,0.5,0.0,,999.0
45.27,0.5,0.0,,999.0
45.34,0.5,0.0,,999.0
45.4,0.5,0.0,,999.0
45.47,0.5,0.0,,999.0
45.54,0.5,0.0,,999.0
45.6,0.5,0.0,,999.0
45.67,0.5,0.0,,999.0
45.74,0.5,0.0,,999.0
45.8,0.5,0.0,,999.0
45.87,0.5,0.0,,999.0
45.93,0.5,0.0,,999.0
46.0,0.5,0.0,,999.0
46.06,0.5,0.0,,999.0
46.13,0.5,0.0,,999.0
46.2,0.5,0.0,,999.0
46.26,0.5,0.0,,999.0
46.33,0.5,0.0,,999.0
46.4,0.5,0.0,,999.0
46.46,0.5,0.0,,999.0
46.53,0.5,0.0,,999.0
46.6,0.5,0.0,,999.0
46.66,0.5,0.0,,999.0
46.73,0.5,0.0,,999.0
46.79,0.5,0.0,,999.0
46.86,0.5,0.0,,999.0
46.93,0.5,0.0,,999.0
46.99,0.5,0.0,,999.0
47.06,0.5,0.0,,999.0
47.12,0.5,0.0,,999.0
47.19,0.5,0.0,,999.0
47.26,0.5,0.0,,999.0
47.32,0.5,0.0,,999.0
47.39,0.5,0.0,,999.0
47.46,0.5,0.0,,999.0
47.52,0.5,0.0,,999.0
47.59,0.5,0.0,,999.0
47.66,0.5,0.0,,999.0
47.73,0.5,0.0,,999.0
47.8,0.5,0.0,,999.0
47.86,0.5,0.0,,999.0
47.93,0.5,0.0,,999.0
48.0,0.5,0.0,,999.0
48.06,0.5,0.0,,999.0
48.13,0.5,0.0,,999.0
48.19,0.5,0.0,,999.0
48.26,0.5,0.0,,999.0
48.33,0.5,0.0,,999.0
48.39,0.5,0.0,,999.0
48.46,0.5,0.0,,999.0
48.53,0.5,0.0,,999.0
48.59,0.5,0.0,,999.0
48.66,0.5,0.0,,999.0
48.72,0.5,0.0,,999.0
48.79,0.5,0.0,,999.0
48.87,0.5,0.0,,999.0
48.95,0.5,0.0,,999.0
49.03,0.5,0.0,,999.0
49.1,0.5,0.0,,999.0
49.17,0.5,0.0,,999.0
49.26,0.5,0.0,,999.0
49.33,0.5,0.0,,999.0
49.4,0.5,0.0,,999.0
49.46,0.5,0.0,,999.0
49.53,0.5,0.0,,999.0
49.6,0.5,0.0,,999.0
49.66,0.5,0.0,,999.0
49.73,0.5,0.0,,999.0
49.8,0.5,0.0,,999.0
49.86,0.5,0.0,,999.0
49.93,0.5,0.0,,999.0
50.0,0.5,0.0,,999.0
50.06,0.5,0.0,,999.0
50.13,0.5,0.0,,999.0
50.2,0.5,0.0,,999.0
50.26,0.5,0.0,,999.0
50.33,0.5,0.0,,999.0
50.4,0.5,0.0,,999.0
50.46,0.5,0.0,,999.0
50.53,0.5,0.0,,999.0
50.6,0.5,0.0,,999.0
50.66,0.5,0.0,,999.0
50.73,0.5,0.0,,999.0
50.8,0.5,0.0,,999.0
50.87,0.5,0.0,,999.0
50.93,0.5,0.0,,999.0
51.0,0.5,0.0,,999.0
51.07,0.5,0.0,,999.0
51.13,0.5,0.0,,999.0
51.2,0.5,0.0,,999.0
51.27,0.5,0.0,,999.0
51.33,0.5,0.0,,999.0
51.4,0.5,0.0,,999.0
51.47,0.5,0.0,,999.0
51.53,0.5,0.0,,999.0
51.6,0.5,0.0,,999.0
51.67,0.5,0.0,,999.0
51.73,0.5,0.0,,999.0
51.8,0.5,0.0,,999.0
51.87,0.5,0.0,,999.0
51.94,0.5,0.0,,999.0
52.0,0.5,0.0,,999.0
52.07,0.5,0.0,,999.0
52.14,0.5,0.0,,999.0
52.2,0.5,0.0,,999.0
52.27,0.5,0.0,,999.0
52.33,0.5,0.0,,999.0
52.4,0.5,0.0,,999.0
52.47,0.5,0.0,,999.0
52.53,0.5,0.0,,999.0
52.6,0.5,0.0,,999.0
52.66,0.5,0.0,,999.0
