ElapsedSec,Phase,AnomalyCount,HighlightAnomalyCount,MissingCount
248.28,3,1,1,0
248.34,3,1,1,0
248.41,3,1,1,0
248.48,3,1,1,0
248.54,3,1,1,0
248.61,3,1,1,0
248.67,3,1,1,0
248.74,3,1,1,0
248.81,3,1,1,0
248.87,3,1,1,0
248.94,3,1,1,0
249.01,3,1,1,0
249.07,3,1,1,0
249.14,3,1,1,0
249.21,3,1,1,0
249.28,3,1,1,0
249.34,3,1,1,0
249.41,3,1,1,0
249.48,3,1,1,0
249.54,3,1,1,0
249.61,3,1,1,0
249.68,3,1,1,0
249.75,3,1,1,0
249.81,3,1,1,0
249.88,3,1,1,0
249.95,3,1,1,0
250.01,3,1,1,0
250.08,3,1,1,0
250.14,3,1,1,0
250.21,3,1,1,0
250.28,3,1,1,0
250.34,3,1,1,0
250.41,3,1,1,0
250.47,3,1,1,0
250.54,3,1,1,0
250.61,3,1,1,0
250.67,3,1,1,0
250.74,3,1,1,0
250.8,3,1,1,0
250.87,3,1,1,0
250.94,3,1,1,0
251.0,3,1,1,0
251.07,3,1,1,0
251.13,3,1,1,0
251.2,3,1,1,0
251.27,3,1,1,0
251.33,3,1,1,0
251.4,3,1,1,0
251.47,3,1,1,0
251.53,3,1,1,0
251.6,3,1,1,0
251.67,3,1,1,0
251.73,3,1,1,0
251.8,3,1,1,0
251.87,3,1,1,0
251.93,3,1,1,0
252.0,3,1,1,0
252.06,3,1,1,0
252.13,3,1,1,0
252.2,3,1,1,0
252.26,3,1,1,0
252.33,3,1,1,0
252.4,3,1,1,0
252.46,3,1,1,0
252.53,3,1,1,0
252.6,3,1,1,0
252.66,3,1,1,0
252.73,3,1,1,0
252.79,3,1,1,0
252.86,3,1,1,0
252.93,3,1,1,0
252.99,3,1,1,0
253.06,3,1,1,0
253.13,3,1,1,0
253.19,3,1,1,0
253.26,3,1,1,0
253.33,3,1,1,0
253.39,3,1,1,0
253.46,3,1,1,0
253.52,3,1,1,0
253.59,3,1,1,0
253.66,3,1,1,0
253.72,3,1,1,0
253.79,3,1,1,0
253.86,3,1,1,0
253.92,3,1,1,0
253.99,3,1,1,0
254.06,3,1,1,0
254.12,3,1,1,0
254.19,3,1,1,0
254.26,3,1,1,0
254.32,3,1,1,0
254.39,3,1,1,0
254.46,3,1,1,0
254.52,3,1,1,0
254.59,3,1,1,0
254.66,3,1,1,0
254.72,3,1,1,0
254.79,3,1,1,0
254.86,3,1,1,0
254.92,3,1,1,0
254.99,3,1,1,0
255.06,3,1,1,0
255.12,3,1,1,0
255.19,3,1,1,0
255.26,3,1,1,0
255.33,3,1,1,0
255.39,3,1,1,0
255.46,3,1,1,0
255.53,3,1,1,0
255.59,3,1,1,0
255.66,3,1,1,0
255.73,3,1,1,0
255.79,3,1,1,0
255.87,3,1,1,0
255.93,3,1,1,0
256.0,3,1,1,0
256.06,3,1,1,0
256.13,3,1,1,0
