ElapsedSec,Phase,MissionElapsedSec,MissionEndReason,MissionTotalTimeout
720.73,4,720.73,RUNNING,0
720.8,3,720.8,RUNNING,0
720.86,4,720.86,RUNNING,0
720.93,4,720.93,RUNNING,0
720.99,3,720.99,RUNNING,0
721.06,4,721.06,RUNNING,0
721.13,4,721.13,RUNNING,0
721.2,3,721.2,RUNNING,0
721.26,4,721.26,RUNNING,0
721.33,4,721.33,RUNNING,0
721.4,3,721.4,RUNNING,0
721.47,4,721.47,RUNNING,0
721.54,4,721.54,RUNNING,0
721.61,3,721.61,RUNNING,0
721.67,4,721.67,RUNNING,0
721.74,4,721.74,RUNNING,0
721.81,3,721.81,RUNNING,0
721.87,4,721.87,RUNNING,0
721.94,4,721.94,RUNNING,0
722.01,3,722.01,RUNNING,0
722.07,4,722.07,RUNNING,0
722.14,4,722.14,RUNNING,0
722.21,3,722.21,RUNNING,0
722.28,4,722.28,RUNNING,0
722.34,4,722.34,RUNNING,0
722.41,3,722.41,RUNNING,0
722.48,4,722.48,RUNNING,0
722.55,4,722.55,RUNNING,0
722.62,3,722.62,RUNNING,0
722.69,4,722.69,RUNNING,0
722.76,4,722.76,RUNNING,0
722.82,3,722.82,RUNNING,0
722.89,4,722.89,RUNNING,0
722.95,4,722.95,RUNNING,0
723.02,3,723.02,RUNNING,0
723.09,4,723.09,RUNNING,0
723.16,4,723.16,RUNNING,0
723.23,3,723.23,RUNNING,0
723.3,4,723.3,RUNNING,0
723.37,3,723.37,RUNNING,0
723.44,3,723.44,RUNNING,0
723.5,4,723.5,RUNNING,0
723.57,3,723.57,RUNNING,0
723.64,3,723.64,RUNNING,0
723.71,4,723.71,RUNNING,0
723.78,3,723.78,RUNNING,0
723.84,3,723.84,RUNNING,0
723.91,4,723.91,RUNNING,0
723.97,4,723.97,RUNNING,0
724.04,3,724.04,RUNNING,0
724.11,4,724.11,RUNNING,0
724.17,4,724.17,RUNNING,0
724.24,3,724.24,RUNNING,0
724.31,4,724.31,RUNNING,0
724.38,4,724.38,RUNNING,0
724.45,3,724.45,RUNNING,0
724.51,4,724.51,RUNNING,0
724.58,4,724.58,RUNNING,0
724.66,3,724.66,RUNNING,0
724.72,4,724.72,RUNNING,0
724.79,4,724.79,RUNNING,0
724.86,3,724.86,RUNNING,0
724.92,4,724.92,RUNNING,0
724.99,4,724.99,RUNNING,0
725.06,3,725.06,RUNNING,0
725.12,4,725.12,RUNNING,0
725.19,4,725.19,RUNNING,0
725.26,3,725.26,RUNNING,0
725.32,4,725.32,RUNNING,0
725.39,4,725.39,RUNNING,0
725.46,3,725.46,RUNNING,0
725.53,4,725.53,RUNNING,0
725.6,4,725.6,RUNNING,0
725.67,3,725.67,RUNNING,0
725.73,4,725.73,RUNNING,0
725.8,4,725.8,RUNNING,0
725.87,3,725.87,RUNNING,0
725.93,4,725.93,RUNNING,0
726.0,4,726.0,RUNNING,0
726.06,3,726.06,RUNNING,0
726.13,4,726.13,RUNNING,0
726.2,4,726.2,RUNNING,0
726.27,3,726.27,RUNNING,0
726.34,4,726.34,RUNNING,0
726.41,4,726.41,RUNNING,0
726.47,3,726.47,RUNNING,0
726.54,4,726.54,RUNNING,0
726.61,4,726.61,RUNNING,0
726.68,3,726.68,RUNNING,0
726.75,4,726.75,RUNNING,0
726.81,4,726.81,RUNNING,0
726.88,3,726.88,RUNNING,0
726.95,4,726.95,RUNNING,0
727.01,4,727.01,RUNNING,0
727.08,3,727.08,RUNNING,0
727.14,4,727.14,RUNNING,0
727.21,4,727.21,RUNNING,0
727.28,3,727.28,RUNNING,0
727.35,4,727.35,RUNNING,0
727.42,4,727.42,RUNNING,0
727.49,3,727.49,RUNNING,0
727.56,4,727.56,RUNNING,0
727.62,4,727.62,RUNNING,0
727.7,3,727.7,RUNNING,0
727.77,4,727.77,RUNNING,0
727.83,4,727.83,RUNNING,0
727.9,3,727.9,RUNNING,0
727.97,4,727.97,RUNNING,0
728.04,3,728.04,RUNNING,0
728.11,3,728.11,RUNNING,0
728.17,4,728.17,RUNNING,0
728.24,4,728.24,RUNNING,0
728.31,3,728.31,RUNNING,0
728.37,4,728.37,RUNNING,0
728.44,4,728.44,RUNNING,0
728.51,3,728.51,RUNNING,0
728.58,4,728.58,RUNNING,0
728.64,4,728.64,RUNNING,0
728.72,3,728.72,RUNNING,0
728.79,4,728.79,RUNNING,0
728.86,4,728.86,RUNNING,0
728.92,3,728.92,RUNNING,0
728.99,4,728.99,RUNNING,0
729.06,3,729.06,RUNNING,0
729.13,3,729.13,RUNNING,0
729.2,4,729.2,RUNNING,0
729.27,3,729.27,RUNNING,0
729.33,3,729.33,RUNNING,0
729.4,4,729.4,RUNNING,0
729.47,3,729.47,RUNNING,0
729.53,3,729.53,RUNNING,0
729.6,4,729.6,RUNNING,0
729.67,3,729.67,RUNNING,0
729.74,3,729.74,RUNNING,0
729.81,4,729.81,RUNNING,0
729.88,3,729.88,RUNNING,0
729.95,3,729.95,RUNNING,0
730.02,4,730.02,RUNNING,0
730.09,3,730.09,RUNNING,0
730.16,3,730.16,RUNNING,0
730.23,4,730.23,RUNNING,0
730.29,3,730.29,RUNNING,0
730.36,3,730.36,RUNNING,0
730.43,4,730.43,RUNNING,0
730.5,3,730.5,RUNNING,0
730.56,3,730.56,RUNNING,0
730.63,4,730.63,RUNNING,0
730.7,3,730.7,RUNNING,0
730.76,3,730.76,RUNNING,0
730.83,4,730.83,RUNNING,0
730.9,3,730.9,RUNNING,0
730.97,3,730.97,RUNNING,0
731.04,4,731.04,RUNNING,0
731.1,3,731.1,RUNNING,0
731.17,3,731.17,RUNNING,0
731.25,4,731.25,RUNNING,0
731.31,3,731.31,RUNNING,0
731.38,3,731.38,RUNNING,0
731.45,4,731.45,RUNNING,0
731.51,3,731.51,RUNNING,0
731.58,3,731.58,RUNNING,0
731.64,4,731.64,RUNNING,0
731.71,3,731.71,RUNNING,0
731.78,3,731.78,RUNNING,0
731.85,4,731.85,RUNNING,0
731.91,3,731.91,RUNNING,0
731.98,3,731.98,RUNNING,0
732.05,4,732.05,RUNNING,0
732.12,3,732.12,RUNNING,0
732.19,3,732.19,RUNNING,0
732.26,4,732.26,RUNNING,0
732.33,3,732.33,RUNNING,0
732.39,3,732.39,RUNNING,0
732.46,4,732.46,RUNNING,0
732.53,3,732.53,RUNNING,0
732.6,3,732.6,RUNNING,0
732.67,4,732.67,RUNNING,0
732.74,3,732.74,RUNNING,0
732.8,3,732.8,RUNNING,0
732.87,4,732.87,RUNNING,0
732.93,3,732.93,RUNNING,0
733.0,3,733.0,RUNNING,0
733.07,4,733.07,RUNNING,0
733.13,3,733.13,RUNNING,0
733.2,3,733.2,RUNNING,0
733.27,4,733.27,RUNNING,0
733.34,3,733.34,RUNNING,0
733.4,3,733.4,RUNNING,0
733.47,4,733.47,RUNNING,0
733.54,3,733.54,RUNNING,0
733.61,3,733.61,RUNNING,0
733.68,4,733.68,RUNNING,0
733.74,3,733.74,RUNNING,0
733.81,3,733.81,RUNNING,0
733.87,4,733.87,RUNNING,0
733.94,3,733.94,RUNNING,0
734.01,3,734.01,RUNNING,0
734.07,4,734.07,RUNNING,0
734.14,3,734.14,RUNNING,0
734.21,3,734.21,RUNNING,0
734.28,4,734.28,RUNNING,0
734.35,3,734.35,RUNNING,0
734.42,3,734.42,RUNNING,0
734.48,4,734.48,RUNNING,0
734.55,3,734.55,RUNNING,0
734.62,3,734.62,RUNNING,0
734.69,4,734.69,RUNNING,0
734.75,3,734.75,RUNNING,0
734.82,3,734.82,RUNNING,0
734.88,4,734.88,RUNNING,0
734.95,3,734.95,RUNNING,0
735.02,3,735.02,RUNNING,0
735.08,4,735.08,RUNNING,0
735.15,3,735.15,RUNNING,0
735.22,3,735.22,RUNNING,0
735.29,4,735.29,RUNNING,0
735.35,3,735.35,RUNNING,0
735.42,3,735.42,RUNNING,0
735.49,4,735.49,RUNNING,0
735.56,3,735.56,RUNNING,0
735.63,3,735.63,RUNNING,0
735.69,4,735.69,RUNNING,0
735.76,3,735.76,RUNNING,0
735.83,3,735.83,RUNNING,0
735.89,4,735.89,RUNNING,0
735.96,3,735.96,RUNNING,0
736.03,3,736.03,RUNNING,0
736.09,4,736.09,RUNNING,0
736.16,3,736.16,RUNNING,0
736.23,3,736.23,RUNNING,0
736.3,4,736.3,RUNNING,0
736.37,3,736.37,RUNNING,0
736.43,3,736.43,RUNNING,0
736.5,4,736.5,RUNNING,0
736.57,3,736.57,RUNNING,0
736.64,3,736.64,RUNNING,0
736.71,4,736.71,RUNNING,0
736.78,3,736.78,RUNNING,0
736.85,3,736.85,RUNNING,0
736.92,4,736.92,RUNNING,0
736.99,3,736.99,RUNNING,0
737.06,3,737.06,RUNNING,0
737.13,4,737.13,RUNNING,0
737.19,3,737.19,RUNNING,0
737.26,3,737.26,RUNNING,0
737.33,4,737.33,RUNNING,0
737.4,3,737.4,RUNNING,0
737.47,3,737.47,RUNNING,0
737.53,4,737.53,RUNNING,0
737.6,3,737.6,RUNNING,0
737.67,3,737.67,RUNNING,0
737.73,4,737.73,RUNNING,0
737.8,3,737.8,RUNNING,0
737.87,3,737.87,RUNNING,0
737.94,4,737.94,RUNNING,0
738.01,3,738.01,RUNNING,0
738.08,4,738.08,RUNNING,0
738.15,4,738.15,RUNNING,0
738.21,3,738.21,RUNNING,0
738.28,4,738.28,RUNNING,0
738.35,4,738.35,RUNNING,0
738.41,3,738.41,RUNNING,0
738.48,4,738.48,RUNNING,0
738.55,4,738.55,RUNNING,0
738.61,3,738.61,RUNNING,0
738.68,4,738.68,RUNNING,0
738.75,4,738.75,RUNNING,0
738.81,3,738.81,RUNNING,0
738.88,3,738.88,RUNNING,0
738.94,4,738.94,RUNNING,0
739.01,3,739.01,RUNNING,0
739.08,3,739.08,RUNNING,0
739.15,4,739.15,RUNNING,0
739.22,3,739.22,RUNNING,0
739.29,3,739.29,RUNNING,0
739.36,4,739.36,RUNNING,0
739.43,3,739.43,RUNNING,0
739.49,4,739.49,RUNNING,0
739.56,4,739.56,RUNNING,0
739.63,3,739.63,RUNNING,0
739.69,4,739.69,RUNNING,0
739.76,4,739.76,RUNNING,0
739.83,3,739.83,RUNNING,0
739.89,3,739.89,RUNNING,0
739.96,4,739.96,RUNNING,0
740.03,3,740.03,RUNNING,0
740.1,3,740.1,RUNNING,0
740.17,4,740.17,RUNNING,0
740.23,3,740.23,RUNNING,0
740.31,4,740.31,RUNNING,0
740.38,4,740.38,RUNNING,0
740.45,3,740.45,RUNNING,0
740.51,4,740.51,RUNNING,0
740.58,4,740.58,RUNNING,0
740.65,3,740.65,RUNNING,0
740.71,4,740.71,RUNNING,0
740.78,4,740.78,RUNNING,0
740.84,3,740.84,RUNNING,0
740.91,3,740.91,RUNNING,0
740.98,4,740.98,RUNNING,0
741.04,3,741.04,RUNNING,0
741.11,3,741.11,RUNNING,0
741.18,4,741.18,RUNNING,0
741.24,3,741.24,RUNNING,0
741.31,3,741.31,RUNNING,0
741.37,4,741.37,RUNNING,0
741.44,3,741.44,RUNNING,0
741.51,3,741.51,RUNNING,0
741.58,4,741.58,RUNNING,0
741.65,3,741.65,RUNNING,0
741.71,3,741.71,RUNNING,0
741.78,4,741.78,RUNNING,0
741.85,3,741.85,RUNNING,0
741.92,3,741.92,RUNNING,0
741.99,4,741.99,RUNNING,0
742.06,3,742.06,RUNNING,0
742.12,3,742.12,RUNNING,0
742.19,4,742.19,RUNNING,0
742.25,3,742.25,RUNNING,0
742.32,3,742.32,RUNNING,0
742.39,4,742.39,RUNNING,0
742.46,3,742.46,RUNNING,0
742.53,3,742.53,RUNNING,0
742.6,4,742.6,RUNNING,0
742.67,3,742.67,RUNNING,0
742.73,3,742.73,RUNNING,0
742.8,4,742.8,RUNNING,0
742.87,3,742.87,RUNNING,0
742.94,3,742.94,RUNNING,0
743.0,4,743.0,RUNNING,0
743.07,3,743.07,RUNNING,0
743.13,3,743.13,RUNNING,0
743.2,4,743.2,RUNNING,0
743.27,3,743.27,RUNNING,0
743.34,3,743.34,RUNNING,0
743.4,4,743.4,RUNNING,0
743.48,3,743.48,RUNNING,0
743.55,3,743.55,RUNNING,0
743.61,4,743.61,RUNNING,0
743.68,3,743.68,RUNNING,0
743.75,4,743.75,RUNNING,0
743.82,4,743.82,RUNNING,0
743.89,3,743.89,RUNNING,0
743.96,4,743.96,RUNNING,0
744.02,4,744.02,RUNNING,0
744.09,3,744.09,RUNNING,0
744.16,4,744.16,RUNNING,0
744.22,4,744.22,RUNNING,0
744.29,3,744.29,RUNNING,0
744.36,4,744.36,RUNNING,0
744.43,4,744.43,RUNNING,0
744.5,3,744.5,RUNNING,0
744.57,4,744.57,RUNNING,0
744.64,4,744.64,RUNNING,0
744.71,3,744.71,RUNNING,0
744.78,4,744.78,RUNNING,0
744.85,4,744.85,RUNNING,0
744.92,3,744.92,RUNNING,0
744.99,4,744.99,RUNNING,0
745.05,4,745.05,RUNNING,0
745.12,3,745.12,RUNNING,0
745.19,4,745.19,RUNNING,0
745.26,4,745.26,RUNNING,0
745.32,3,745.32,RUNNING,0
745.39,4,745.39,RUNNING,0
745.45,4,745.45,RUNNING,0
745.52,3,745.52,RUNNING,0
745.59,4,745.59,RUNNING,0
745.65,4,745.65,RUNNING,0
745.72,3,745.72,RUNNING,0
745.79,4,745.79,RUNNING,0
745.85,4,745.85,RUNNING,0
745.92,3,745.92,RUNNING,0
745.99,4,745.99,RUNNING,0
746.06,4,746.06,RUNNING,0
746.12,3,746.12,RUNNING,0
746.19,4,746.19,RUNNING,0
746.26,4,746.26,RUNNING,0
746.33,3,746.33,RUNNING,0
746.4,4,746.4,RUNNING,0
746.46,4,746.46,RUNNING,0
746.53,3,746.53,RUNNING,0
746.6,4,746.6,RUNNING,0
746.66,4,746.66,RUNNING,0
746.73,3,746.73,RUNNING,0
746.79,4,746.79,RUNNING,0
746.86,4,746.86,RUNNING,0
746.93,3,746.93,RUNNING,0
746.99,4,746.99,RUNNING,0
747.06,4,747.06,RUNNING,0
747.13,3,747.13,RUNNING,0
747.2,4,747.2,RUNNING,0
747.27,4,747.27,RUNNING,0
747.34,3,747.34,RUNNING,0
747.41,4,747.41,RUNNING,0
747.47,4,747.47,RUNNING,0
747.54,3,747.54,RUNNING,0
747.61,4,747.61,RUNNING,0
747.67,4,747.67,RUNNING,0
747.74,3,747.74,RUNNING,0
747.8,4,747.8,RUNNING,0
747.87,4,747.87,RUNNING,0
747.94,3,747.94,RUNNING,0
748.0,4,748.0,RUNNING,0
748.07,4,748.07,RUNNING,0
748.14,3,748.14,RUNNING,0
748.21,4,748.21,RUNNING,0
748.27,4,748.27,RUNNING,0
748.34,3,748.34,RUNNING,0
748.41,4,748.41,RUNNING,0
748.48,4,748.48,RUNNING,0
748.55,3,748.55,RUNNING,0
748.62,4,748.62,RUNNING,0
748.68,4,748.68,RUNNING,0
748.75,3,748.75,RUNNING,0
748.82,4,748.82,RUNNING,0
748.89,4,748.89,RUNNING,0
748.96,3,748.96,RUNNING,0
749.03,4,749.03,RUNNING,0
749.1,4,749.1,RUNNING,0
749.17,3,749.17,RUNNING,0
749.24,4,749.24,RUNNING,0
749.31,4,749.31,RUNNING,0
749.38,3,749.38,RUNNING,0
749.44,4,749.44,RUNNING,0
749.51,4,749.51,RUNNING,0
749.58,3,749.58,RUNNING,0
749.64,4,749.64,RUNNING,0
749.71,4,749.71,RUNNING,0
749.78,3,749.78,RUNNING,0
749.85,4,749.85,RUNNING,0
749.91,4,749.91,RUNNING,0
749.98,3,749.98,RUNNING,0
750.05,4,750.05,RUNNING,0
750.12,4,750.12,RUNNING,0
750.19,3,750.19,RUNNING,0
750.25,4,750.25,RUNNING,0
750.32,4,750.32,RUNNING,0
750.39,3,750.39,RUNNING,0
750.46,4,750.46,RUNNING,0
750.53,4,750.53,RUNNING,0
750.59,3,750.59,RUNNING,0
750.66,4,750.66,RUNNING,0
750.73,4,750.73,RUNNING,0
750.8,3,750.8,RUNNING,0
750.87,4,750.87,RUNNING,0
750.94,4,750.94,RUNNING,0
751.0,3,751.0,RUNNING,0
751.07,4,751.07,RUNNING,0
751.14,4,751.14,RUNNING,0
751.2,3,751.2,RUNNING,0
751.27,4,751.27,RUNNING,0
751.34,4,751.34,RUNNING,0
751.41,3,751.41,RUNNING,0
751.48,4,751.48,RUNNING,0
751.55,3,751.55,RUNNING,0
751.63,3,751.63,RUNNING,0
751.7,4,751.7,RUNNING,0
751.76,3,751.76,RUNNING,0
751.83,3,751.83,RUNNING,0
751.9,4,751.9,RUNNING,0
751.96,3,751.96,RUNNING,0
752.03,3,752.03,RUNNING,0
752.1,4,752.1,RUNNING,0
752.16,3,752.16,RUNNING,0
752.23,3,752.23,RUNNING,0
752.29,4,752.29,RUNNING,0
752.36,3,752.36,RUNNING,0
752.43,3,752.43,RUNNING,0
752.5,4,752.5,RUNNING,0
752.57,3,752.57,RUNNING,0
752.64,3,752.64,RUNNING,0
752.71,4,752.71,RUNNING,0
752.78,3,752.78,RUNNING,0
752.84,3,752.84,RUNNING,0
752.91,4,752.91,RUNNING,0
752.98,3,752.98,RUNNING,0
753.05,3,753.05,RUNNING,0
753.12,4,753.12,RUNNING,0
753.18,3,753.18,RUNNING,0
753.25,3,753.25,RUNNING,0
753.31,4,753.31,RUNNING,0
753.38,3,753.38,RUNNING,0
753.45,3,753.45,RUNNING,0
753.51,4,753.51,RUNNING,0
753.58,3,753.58,RUNNING,0
753.65,3,753.65,RUNNING,0
753.71,4,753.71,RUNNING,0
753.79,3,753.79,RUNNING,0
753.85,3,753.85,RUNNING,0
753.92,4,753.92,RUNNING,0
753.99,3,753.99,RUNNING,0
754.06,3,754.06,RUNNING,0
754.13,4,754.13,RUNNING,0
754.2,3,754.2,RUNNING,0
754.27,3,754.27,RUNNING,0
754.34,4,754.34,RUNNING,0
754.41,3,754.41,RUNNING,0
754.47,3,754.47,RUNNING,0
754.54,4,754.54,RUNNING,0
754.61,3,754.61,RUNNING,0
754.68,3,754.68,RUNNING,0
754.75,4,754.75,RUNNING,0
754.82,3,754.82,RUNNING,0
754.88,3,754.88,RUNNING,0
754.95,4,754.95,RUNNING,0
755.02,3,755.02,RUNNING,0
755.09,3,755.09,RUNNING,0
755.15,4,755.15,RUNNING,0
755.22,3,755.22,RUNNING,0
755.29,3,755.29,RUNNING,0
755.35,4,755.35,RUNNING,0
755.42,3,755.42,RUNNING,0
755.49,3,755.49,RUNNING,0
755.55,4,755.55,RUNNING,0
755.62,3,755.62,RUNNING,0
755.69,3,755.69,RUNNING,0
755.76,4,755.76,RUNNING,0
755.82,3,755.82,RUNNING,0
755.89,3,755.89,RUNNING,0
755.97,4,755.97,RUNNING,0
756.04,3,756.04,RUNNING,0
756.11,4,756.11,RUNNING,0
756.18,4,756.18,RUNNING,0
756.25,3,756.25,RUNNING,0
756.32,4,756.32,RUNNING,0
756.38,4,756.38,RUNNING,0
756.45,3,756.45,RUNNING,0
756.52,4,756.52,RUNNING,0
756.59,4,756.59,RUNNING,0
756.65,3,756.65,RUNNING,0
756.72,4,756.72,RUNNING,0
756.78,4,756.78,RUNNING,0
756.85,3,756.85,RUNNING,0
756.92,4,756.92,RUNNING,0
756.99,4,756.99,RUNNING,0
757.05,3,757.05,RUNNING,0
757.12,4,757.12,RUNNING,0
757.19,4,757.19,RUNNING,0
757.26,3,757.26,RUNNING,0
757.33,4,757.33,RUNNING,0
757.4,4,757.4,RUNNING,0
757.47,3,757.47,RUNNING,0
757.54,4,757.54,RUNNING,0
757.61,4,757.61,RUNNING,0
757.68,3,757.68,RUNNING,0
757.74,4,757.74,RUNNING,0
757.81,4,757.81,RUNNING,0
757.88,3,757.88,RUNNING,0
757.95,4,757.95,RUNNING,0
758.02,4,758.02,RUNNING,0
758.08,3,758.08,RUNNING,0
758.15,4,758.15,RUNNING,0
758.22,4,758.22,RUNNING,0
758.29,3,758.29,RUNNING,0
758.36,4,758.36,RUNNING,0
758.43,4,758.43,RUNNING,0
758.49,3,758.49,RUNNING,0
758.56,4,758.56,RUNNING,0
758.63,4,758.63,RUNNING,0
758.7,3,758.7,RUNNING,0
758.76,4,758.76,RUNNING,0
758.83,4,758.83,RUNNING,0
758.9,3,758.9,RUNNING,0
758.97,4,758.97,RUNNING,0
759.03,4,759.03,RUNNING,0
759.1,3,759.1,RUNNING,0
759.17,4,759.17,RUNNING,0
759.23,4,759.23,RUNNING,0
759.3,3,759.3,RUNNING,0
759.36,4,759.36,RUNNING,0
759.43,4,759.43,RUNNING,0
759.5,3,759.5,RUNNING,0
759.56,4,759.56,RUNNING,0
759.63,4,759.63,RUNNING,0
759.7,3,759.7,RUNNING,0
759.76,4,759.76,RUNNING,0
759.83,4,759.83,RUNNING,0
759.9,3,759.9,RUNNING,0
759.97,4,759.97,RUNNING,0
760.04,4,760.04,RUNNING,0
760.11,3,760.11,RUNNING,0
760.18,4,760.18,RUNNING,0
760.25,4,760.25,RUNNING,0
760.31,3,760.31,RUNNING,0
760.38,4,760.38,RUNNING,0
760.45,4,760.45,RUNNING,0
760.51,3,760.51,RUNNING,0
760.58,4,760.58,RUNNING,0
760.65,4,760.65,RUNNING,0
760.71,3,760.71,RUNNING,0
760.78,4,760.78,RUNNING,0
760.85,4,760.85,RUNNING,0
760.91,3,760.91,RUNNING,0
760.98,4,760.98,RUNNING,0
761.05,4,761.05,RUNNING,0
761.12,3,761.12,RUNNING,0
761.19,4,761.19,RUNNING,0
761.25,4,761.25,RUNNING,0
761.32,3,761.32,RUNNING,0
761.39,4,761.39,RUNNING,0
761.46,4,761.46,RUNNING,0
761.52,3,761.52,RUNNING,0
761.59,4,761.59,RUNNING,0
761.66,4,761.66,RUNNING,0
761.72,3,761.72,RUNNING,0
761.79,4,761.79,RUNNING,0
761.86,4,761.86,RUNNING,0
761.93,3,761.93,RUNNING,0
762.0,4,762.0,RUNNING,0
762.06,4,762.06,RUNNING,0
762.13,3,762.13,RUNNING,0
762.2,4,762.2,RUNNING,0
762.27,4,762.27,RUNNING,0
762.34,3,762.34,RUNNING,0
762.4,4,762.4,RUNNING,0
762.47,4,762.47,RUNNING,0
762.54,3,762.54,RUNNING,0
762.6,4,762.6,RUNNING,0
762.67,4,762.67,RUNNING,0
762.73,3,762.73,RUNNING,0
762.8,4,762.8,RUNNING,0
762.87,4,762.87,RUNNING,0
762.94,3,762.94,RUNNING,0
763.01,4,763.01,RUNNING,0
763.07,4,763.07,RUNNING,0
763.14,3,763.14,RUNNING,0
763.21,3,763.21,RUNNING,0
763.28,4,763.28,RUNNING,0
763.35,3,763.35,RUNNING,0
763.41,4,763.41,RUNNING,0
763.48,4,763.48,RUNNING,0
763.55,3,763.55,RUNNING,0
763.61,3,763.61,RUNNING,0
763.68,4,763.68,RUNNING,0
763.75,3,763.75,RUNNING,0
763.82,3,763.82,RUNNING,0
763.88,4,763.88,RUNNING,0
763.95,3,763.95,RUNNING,0
764.02,4,764.02,RUNNING,0
764.09,4,764.09,RUNNING,0
764.16,3,764.16,RUNNING,0
764.23,4,764.23,RUNNING,0
764.3,4,764.3,RUNNING,0
764.36,3,764.36,RUNNING,0
764.43,4,764.43,RUNNING,0
764.5,4,764.5,RUNNING,0
764.56,3,764.56,RUNNING,0
764.63,4,764.63,RUNNING,0
764.7,4,764.7,RUNNING,0
764.77,3,764.77,RUNNING,0
764.83,4,764.83,RUNNING,0
764.91,4,764.91,RUNNING,0
764.98,3,764.98,RUNNING,0
765.04,4,765.04,RUNNING,0
765.11,4,765.11,RUNNING,0
765.18,3,765.18,RUNNING,0
765.25,4,765.25,RUNNING,0
765.32,4,765.32,RUNNING,0
765.39,3,765.39,RUNNING,0
765.46,4,765.46,RUNNING,0
765.52,4,765.52,RUNNING,0
765.59,3,765.59,RUNNING,0
765.66,4,765.66,RUNNING,0
765.72,4,765.72,RUNNING,0
765.79,3,765.79,RUNNING,0
765.85,4,765.85,RUNNING,0
765.92,4,765.92,RUNNING,0
765.99,3,765.99,RUNNING,0
766.06,4,766.06,RUNNING,0
766.13,4,766.13,RUNNING,0
766.19,3,766.19,RUNNING,0
766.26,4,766.26,RUNNING,0
766.33,4,766.33,RUNNING,0
766.4,3,766.4,RUNNING,0
766.47,4,766.47,RUNNING,0
766.54,4,766.54,RUNNING,0
766.6,3,766.6,RUNNING,0
766.67,4,766.67,RUNNING,0
766.73,4,766.73,RUNNING,0
766.8,3,766.8,RUNNING,0
766.87,4,766.87,RUNNING,0
766.94,4,766.94,RUNNING,0
767.0,3,767.0,RUNNING,0
767.07,4,767.07,RUNNING,0
767.14,4,767.14,RUNNING,0
767.21,3,767.21,RUNNING,0
767.28,4,767.28,RUNNING,0
767.35,4,767.35,RUNNING,0
767.41,3,767.41,RUNNING,0
767.48,4,767.48,RUNNING,0
767.55,4,767.55,RUNNING,0
767.61,3,767.61,RUNNING,0
767.68,4,767.68,RUNNING,0
767.75,4,767.75,RUNNING,0
767.82,3,767.82,RUNNING,0
767.88,4,767.88,RUNNING,0
767.95,4,767.95,RUNNING,0
768.01,3,768.01,RUNNING,0
768.08,4,768.08,RUNNING,0
768.15,4,768.15,RUNNING,0
768.21,3,768.21,RUNNING,0
768.28,4,768.28,RUNNING,0
768.35,4,768.35,RUNNING,0
768.42,3,768.42,RUNNING,0
768.49,4,768.49,RUNNING,0
768.56,4,768.56,RUNNING,0
768.63,3,768.63,RUNNING,0
768.69,4,768.69,RUNNING,0
768.76,4,768.76,RUNNING,0
768.83,3,768.83,RUNNING,0
768.9,4,768.9,RUNNING,0
768.96,4,768.96,RUNNING,0
769.03,3,769.03,RUNNING,0
769.1,4,769.1,RUNNING,0
769.16,4,769.16,RUNNING,0
769.23,3,769.23,RUNNING,0
769.3,4,769.3,RUNNING,0
769.36,4,769.36,RUNNING,0
769.44,3,769.44,RUNNING,0
769.5,4,769.5,RUNNING,0
769.57,4,769.57,RUNNING,0
769.64,3,769.64,RUNNING,0
769.71,4,769.71,RUNNING,0
769.78,4,769.78,RUNNING,0
769.85,3,769.85,RUNNING,0
769.92,4,769.92,RUNNING,0
769.98,4,769.98,RUNNING,0
770.05,3,770.05,RUNNING,0
770.12,4,770.12,RUNNING,0
770.18,4,770.18,RUNNING,0
770.25,3,770.25,RUNNING,0
770.32,4,770.32,RUNNING,0
770.38,4,770.38,RUNNING,0
770.46,3,770.46,RUNNING,0
770.53,4,770.53,RUNNING,0
770.59,4,770.59,RUNNING,0
770.66,3,770.66,RUNNING,0
770.74,4,770.74,RUNNING,0
770.8,4,770.8,RUNNING,0
770.87,3,770.87,RUNNING,0
770.94,4,770.94,RUNNING,0
771.01,4,771.01,RUNNING,0
771.08,3,771.08,RUNNING,0
771.15,4,771.15,RUNNING,0
771.21,4,771.21,RUNNING,0
771.28,3,771.28,RUNNING,0
771.35,4,771.35,RUNNING,0
771.41,4,771.41,RUNNING,0
771.48,3,771.48,RUNNING,0
771.55,4,771.55,RUNNING,0
771.61,4,771.61,RUNNING,0
771.68,3,771.68,RUNNING,0
771.75,4,771.75,RUNNING,0
771.82,4,771.82,RUNNING,0
771.89,3,771.89,RUNNING,0
771.96,4,771.96,RUNNING,0
772.02,4,772.02,RUNNING,0
772.09,3,772.09,RUNNING,0
772.16,4,772.16,RUNNING,0
772.23,4,772.23,RUNNING,0
772.3,3,772.3,RUNNING,0
772.37,4,772.37,RUNNING,0
772.43,4,772.43,RUNNING,0
772.5,3,772.5,RUNNING,0
772.57,4,772.57,RUNNING,0
772.64,3,772.64,RUNNING,0
772.71,3,772.71,RUNNING,0
772.78,4,772.78,RUNNING,0
772.85,3,772.85,RUNNING,0
772.91,3,772.91,RUNNING,0
772.98,4,772.98,RUNNING,0
773.05,3,773.05,RUNNING,0
773.11,3,773.11,RUNNING,0
773.19,4,773.19,RUNNING,0
